LID,BPID,FPID,BLID,FLID
19250,51067,51068,19250,19251
19251,51069,51070,19251,19252
19252,51071,51072,19252,19253
19253,51073,51074,19253,19254
19254,51075,51076,19254,19255
19255,51077,51078,19255,19256
19256,51079,51080,19256,19257
19257,51081,51082,19257,19258
19258,51083,51084,19258,19259
19259,51085,51086,19259,19260
19260,51087,51088,19260,19261
19261,51089,51090,19261,19262
19262,51091,51092,19262,19263
19263,51093,51094,19263,19264
19264,51095,51096,19264,19265
19265,51097,51098,19265,19266
19266,51099,51100,19266,19267
19267,51101,51102,19267,19268
19268,51103,51104,19268,0
19269,51105,51106,0,19270
19270,51107,51108,19270,19271
19271,51109,51110,19271,19272
19272,51111,51112,19272,19273
19273,51113,51114,19273,19274
19274,51115,51116,19274,19275
19275,51117,51118,19275,19276
19276,51119,51120,19276,19277
19277,51121,51122,19277,19278
19278,51123,51124,19278,19279
19279,51125,51126,19279,19280
19280,51127,51128,19280,19281
19281,51129,51130,19281,19282
19282,51131,51132,19282,19283
19283,51133,51134,19283,19284
19284,51135,51136,19284,19285
19285,51137,51138,19285,19286
19286,51139,51140,19286,19287
19287,51141,51142,19287,19288
19288,51143,51144,19288,19289
19289,51145,51146,19289,19290
19290,51147,51148,19290,19291
19291,51149,51150,19291,19292
19292,51151,51152,19292,19293
19293,51153,51154,19293,19294
19294,51155,51156,19294,19295
19295,51157,51158,19295,19296
19296,51159,51160,19296,19297
19297,51161,51162,19297,19298
19298,51163,51164,19298,19299
19299,51165,51166,19299,19300
19300,51167,51168,19300,19301
19301,51169,51170,19301,19302
19302,51171,51172,19302,19303
19303,51173,51174,19303,19304
19304,51175,51176,19304,19305
19305,51177,51178,19305,19306
19306,51179,51180,19306,19307
19307,51181,51182,19307,19308
19308,51183,51184,19308,0
19309,51185,51186,0,19310
19310,51187,51188,19310,19311
19311,51189,51190,19311,19312
19312,51191,51192,19312,19313
19313,51193,51194,19313,19314
19314,51195,51196,19314,19315
19315,51197,51198,19315,19316
19316,51199,51200,19316,19317
19317,51201,51202,19317,19318
19318,51203,51204,19318,19319
19319,51205,51206,19319,19320
19320,51207,51208,19320,19321
19321,51209,51210,19321,19322
19322,51211,51212,19322,19323
19323,51213,51214,19323,19324
19324,51215,51216,19324,19325
19325,51217,51218,19325,19326
19326,51219,51220,19326,19327
19327,51221,51222,19327,19328
19328,51223,51224,19328,19329
19329,51225,51226,19329,19330
19330,51227,51228,19330,19331
19331,51229,51230,19331,19332
19332,51231,51232,19332,19333
19333,51233,51234,19333,19334
19334,51235,51236,19334,19335
19335,51237,51238,19335,19336
19336,51239,51240,19336,19337
19337,51241,51242,19337,19338
19338,51243,51244,19338,19339
19339,51245,51246,19339,19340
19340,51247,51248,19340,19341
19341,51249,51250,19341,19342
19342,51251,51252,19342,19343
19343,51253,51254,19343,19344
19344,51255,51256,19344,19345
19345,51257,51258,19345,19346
19346,51259,51260,19346,19347
19347,51261,51262,19347,19348
19348,51263,51264,19348,0
19349,51265,51266,0,19350
19350,51267,51268,19350,19351
19351,51269,51270,19351,19352
19352,51271,51272,19352,19353
19353,51273,51274,19353,19354
19354,51275,51276,19354,19355
19355,51277,51278,19355,19356
19356,51279,51280,19356,19357
19357,51281,51282,19357,19358
19358,51283,51284,19358,19359
19359,51285,51286,19359,19360
19360,51287,51288,19360,19361
19361,51289,51290,19361,19362
19362,51291,51292,19362,19363
19363,51293,51294,19363,19364
19364,51295,51296,19364,19365
19365,51297,51298,19365,19366
19366,51299,51300,19366,19367
19367,51301,51302,19367,19368
19368,51303,51304,19368,19369
19369,51305,51306,19369,19370
19370,51307,51308,19370,19371
19371,51309,51310,19371,19372
19372,51311,51312,19372,19373
19373,51313,51314,19373,19374
19374,51315,51316,19374,19375
19375,51317,51318,19375,19376
19376,51319,51320,19376,19377
19377,51321,51322,19377,19378
19378,51323,51324,19378,19379
19379,51325,51326,19379,19380
19380,51327,51328,19380,0
19381,51329,51330,0,19382
19382,51331,51332,19382,19383
19383,51333,51334,19383,19384
19384,51335,51336,19384,19385
19385,51337,51338,19385,19386
19386,51339,51340,19386,19387
19387,51341,51342,19387,19388
19388,51343,51344,19388,19389
19389,51345,51346,19389,19390
19390,51347,51348,19390,19391
19391,51349,51350,19391,19392
19392,51351,51352,19392,19393
19393,51353,51354,19393,19394
19394,51355,51356,19394,19395
19395,51357,51358,19395,19396
19396,51359,51360,19396,19397
19397,51361,51362,19397,19398
19398,51363,51364,19398,19399
19399,51365,51366,19399,19400
19400,51367,51368,19400,19401
19401,51369,51370,19401,19402
19402,51371,51372,19402,19403
19403,51373,51374,19403,19404
19404,51375,51376,19404,19405
19405,51377,51378,19405,19406
19406,51379,51380,19406,19407
19407,51381,51382,19407,19408
19408,51383,51384,19408,19409
19409,51385,51386,19409,19410
19410,51387,51388,19410,19411
19411,51389,51390,19411,19412
19412,51391,51392,19412,0
19413,51393,51394,0,19414
19414,51395,51396,19414,19415
19415,51397,51398,19415,19416
19416,51399,51400,19416,19417
19417,51401,51402,19417,19418
19418,51403,51404,19418,19419
19419,51405,51406,19419,19420
19420,51407,51408,19420,19421
19421,51409,51410,19421,19422
19422,51411,51412,19422,19423
19423,51413,51414,19423,19424
19424,51415,51416,19424,19425
19425,51417,51418,19425,19426
19426,51419,51420,19426,19427
19427,51421,51422,19427,19428
19428,51423,51424,19428,19429
19429,51425,51426,19429,19430
19430,51427,51428,19430,19431
19431,51429,51430,19431,19432
19432,51431,51432,19432,19433
19433,51433,51434,19433,19434
19434,51435,51436,19434,19435
19435,51437,51438,19435,19436
19436,51439,51440,19436,19437
19437,51441,51442,19437,19438
19438,51443,51444,19438,19439
19439,51445,51446,19439,19440
19440,51447,51448,19440,19441
19441,51449,51450,19441,19442
19442,51451,51452,19442,19443
19443,51453,51454,19443,0
19444,51455,51456,0,19445
19445,51457,51458,19445,19446
19446,51459,51460,19446,19447
19447,51461,51462,19447,19448
19448,51463,51464,19448,19449
19449,51465,51466,19449,19450
19450,51467,51468,19450,19451
19451,51469,51470,19451,19452
19452,51471,51472,19452,19453
19453,51473,51474,19453,19454
19454,51475,51476,19454,19455
19455,51477,51478,19455,19456
19456,51479,51480,19456,19457
19457,51481,51482,19457,19458
19458,51483,51484,19458,19459
19459,51485,51486,19459,19460
19460,51487,51488,19460,19461
19461,51489,51490,19461,19462
19462,51491,51492,19462,19463
19463,51493,51494,19463,19464
19464,51495,51496,19464,19465
19465,51497,51498,19465,19466
19466,51499,51500,19466,19467
19467,51501,51502,19467,19468
19468,51503,51504,19468,19469
19469,51505,51506,19469,19470
19470,51507,51508,19470,19471
19471,51509,51510,19471,19472
19472,51511,51512,19472,19473
19473,51513,51514,19473,19474
19474,51515,51516,19474,0
19475,51517,51518,0,19476
19476,51519,51520,19476,19477
19477,51521,51522,19477,19478
19478,51523,51524,19478,19479
19479,51525,51526,19479,19480
19480,51527,51528,19480,19481
19481,51529,51530,19481,19482
19482,51531,51532,19482,19483
19483,51533,51534,19483,0
19484,51535,51536,0,19485
19485,51537,51538,19485,19486
19486,51539,51540,19486,19487
19487,51541,51542,19487,19488
19488,51543,51544,19488,19489
19489,51545,51546,19489,19490
19490,51547,51548,19490,19491
19491,51549,51550,19491,19492
19492,51551,51552,19492,0
19493,51553,51554,0,19494
19494,51555,51556,19494,19495
19495,51557,51558,19495,19496
19496,51559,51560,19496,19497
19497,51561,51562,19497,19498
19498,51563,51564,19498,19499
19499,51565,51566,19499,19500
19500,51567,51568,19500,19501
19501,51569,51570,19501,19502
19502,51571,51572,19502,19503
19503,51573,51574,19503,19504
19504,51575,51576,19504,19505
19505,51577,51578,19505,19506
19506,51579,51580,19506,19507
19507,51581,51582,19507,19508
19508,51583,51584,19508,19509
19509,51585,51586,19509,19510
19510,51587,51588,19510,19511
19511,51589,51590,19511,19512
19512,51591,51592,19512,19513
19513,51593,51594,19513,19514
19514,51595,51596,19514,19515
19515,51597,51598,19515,19516
19516,51599,51600,19516,19517
19517,51601,51602,19517,19518
19518,51603,51604,19518,19519
19519,51605,51606,19519,0
19520,51607,51608,0,19521
19521,51609,51610,19521,19522
19522,51611,51612,19522,19523
19523,51613,51614,19523,19524
19524,51615,51616,19524,19525
19525,51617,51618,19525,19526
19526,51619,51620,19526,19527
19527,51621,51622,19527,19528
19528,51623,51624,19528,19529
19529,51625,51626,19529,19530
19530,51627,51628,19530,19531
19531,51629,51630,19531,19532
19532,51631,51632,19532,19533
19533,51633,51634,19533,19534
19534,51635,51636,19534,19535
19535,51637,51638,19535,19536
19536,51639,51640,19536,19537
19537,51641,51642,19537,19538
19538,51643,51644,19538,19539
19539,51645,51646,19539,19540
19540,51647,51648,19540,19541
19541,51649,51650,19541,19542
19542,51651,51652,19542,19543
19543,51653,51654,19543,19544
19544,51655,51656,19544,19545
19545,51657,51658,19545,19546
19546,51659,51660,19546,0
19547,51661,51662,0,19548
19548,51663,51664,19548,19549
19549,51665,51666,19549,19550
19550,51667,51668,19550,19551
19551,51669,51670,19551,19552
19552,51671,51672,19552,19553
19553,51673,51674,19553,19554
19554,51675,51676,19554,19555
19555,51677,51678,19555,19556
19556,51679,51680,19556,19557
19557,51681,51682,19557,19558
19558,51683,51684,19558,19559
19559,51685,51686,19559,19560
19560,51687,51688,19560,19561
19561,51689,51690,19561,19562
19562,51691,51692,19562,19563
19563,51693,51694,19563,19564
19564,51695,51696,19564,19565
19565,51697,51698,19565,19566
19566,51699,51700,19566,19567
19567,51701,51702,19567,19568
19568,51703,51704,19568,19569
19569,51705,51706,19569,19570
19570,51707,51708,19570,19571
19571,51709,51710,19571,19572
19572,51711,51712,19572,19573
19573,51713,51714,19573,19574
19574,51715,51716,19574,19575
19575,51717,51718,19575,19576
19576,51719,51720,19576,19577
19577,51721,51722,19577,19578
19578,51723,51724,19578,0
19579,51725,51726,0,19580
19580,51727,51728,19580,19581
19581,51729,51730,19581,19582
19582,51731,51732,19582,19583
19583,51733,51734,19583,19584
19584,51735,51736,19584,19585
19585,51737,51738,19585,19586
19586,51739,51740,19586,19587
19587,51741,51742,19587,19588
19588,51743,51744,19588,19589
19589,51745,51746,19589,19590
19590,51747,51748,19590,19591
19591,51749,51750,19591,19592
19592,51751,51752,19592,19593
19593,51753,51754,19593,19594
19594,51755,51756,19594,19595
19595,51757,51758,19595,19596
19596,51759,51760,19596,19597
19597,51761,51762,19597,19598
19598,51763,51764,19598,19599
19599,51765,51766,19599,19600
19600,51767,51768,19600,19601
19601,51769,51770,19601,19602
19602,51771,51772,19602,19603
19603,51773,51774,19603,19604
19604,51775,51776,19604,19605
19605,51777,51778,19605,19606
19606,51779,51780,19606,19607
19607,51781,51782,19607,19608
19608,51783,51784,19608,19609
19609,51785,51786,19609,19610
19610,51787,51788,19610,0
19611,51789,51790,0,19612
19612,51791,51792,19612,19613
19613,51793,51794,19613,19614
19614,51795,51796,19614,19615
19615,51797,51798,19615,19616
19616,51799,51800,19616,19617
19617,51801,51802,19617,19618
19618,51803,51804,19618,19619
19619,51805,51806,19619,19620
19620,51807,51808,19620,19621
19621,51809,51810,19621,19622
19622,51811,51812,19622,19623
19623,51813,51814,19623,19624
19624,51815,51816,19624,19625
19625,51817,51818,19625,19626
19626,51819,51820,19626,19627
19627,51821,51822,19627,19628
19628,51823,51824,19628,19629
19629,51825,51826,19629,19630
19630,51827,51828,19630,19631
19631,51829,51830,19631,19632
19632,51831,51832,19632,19633
19633,51833,51834,19633,19634
19634,51835,51836,19634,19635
19635,51837,51838,19635,19636
19636,51839,51840,19636,19637
19637,51841,51842,19637,0
19638,51843,51844,0,19639
19639,51845,51846,19639,19640
19640,51847,51848,19640,19641
19641,51849,51850,19641,19642
19642,51851,51852,19642,19643
19643,51853,51854,19643,19644
19644,51855,51856,19644,19645
19645,51857,51858,19645,19646
19646,51859,51860,19646,19647
19647,51861,51862,19647,19648
19648,51863,51864,19648,19649
19649,51865,51866,19649,19650
19650,51867,51868,19650,19651
19651,51869,51870,19651,19652
19652,51871,51872,19652,19653
19653,51873,51874,19653,19654
19654,51875,51876,19654,19655
19655,51877,51878,19655,19656
19656,51879,51880,19656,19657
19657,51881,51882,19657,19658
19658,51883,51884,19658,19659
19659,51885,51886,19659,19660
19660,51887,51888,19660,19661
19661,51889,51890,19661,19662
19662,51891,51892,19662,19663
19663,51893,51894,19663,19664
19664,51895,51896,19664,0
19665,51897,51898,0,19666
19666,51899,51900,19666,19667
19667,51901,51902,19667,19668
19668,51903,51904,19668,19669
19669,51905,51906,19669,19670
19670,51907,51908,19670,19671
19671,51909,51910,19671,19672
19672,51911,51912,19672,19673
19673,51913,51914,19673,19674
19674,51915,51916,19674,19675
19675,51917,51918,19675,19676
19676,51919,51920,19676,19677
19677,51921,51922,19677,19678
19678,51923,51924,19678,19679
19679,51925,51926,19679,19680
19680,51927,51928,19680,19681
19681,51929,51930,19681,19682
19682,51931,51932,19682,19683
19683,51933,51934,19683,19684
19684,51935,51936,19684,19685
19685,51937,51938,19685,19686
19686,51939,51940,19686,19687
19687,51941,51942,19687,19688
19688,51943,51944,19688,19689
19689,51945,51946,19689,19690
19690,51947,51948,19690,19691
19691,51949,51950,19691,19692
19692,51951,51952,19692,19693
19693,51953,51954,19693,19694
19694,51955,51956,19694,19695
19695,51957,51958,19695,19696
19696,51959,51960,19696,19697
19697,51961,51962,19697,0
19698,51963,51964,0,19699
19699,51965,51966,19699,19700
19700,51967,51968,19700,19701
19701,51969,51970,19701,19702
19702,51971,51972,19702,19703
19703,51973,51974,19703,19704
19704,51975,51976,19704,19705
19705,51977,51978,19705,19706
19706,51979,51980,19706,19707
19707,51981,51982,19707,19708
19708,51983,51984,19708,19709
19709,51985,51986,19709,19710
19710,51987,51988,19710,19711
19711,51989,51990,19711,19712
19712,51991,51992,19712,19713
19713,51993,51994,19713,19714
19714,51995,51996,19714,19715
19715,51997,51998,19715,19716
19716,51999,52000,19716,19717
19717,52001,52002,19717,19718
19718,52003,52004,19718,19719
19719,52005,52006,19719,19720
19720,52007,52008,19720,19721
19721,52009,52010,19721,19722
19722,52011,52012,19722,19723
19723,52013,52014,19723,19724
19724,52015,52016,19724,19725
19725,52017,52018,19725,19726
19726,52019,52020,19726,19727
19727,52021,52022,19727,19728
19728,52023,52024,19728,19729
19729,52025,52026,19729,19730
19730,52027,52028,19730,0
19731,52029,52030,0,19732
19732,52031,52032,19732,19733
19733,52033,52034,19733,19734
19734,52035,52036,19734,19735
19735,52037,52038,19735,19736
19736,52039,52040,19736,19737
19737,52041,52042,19737,19738
19738,52043,52044,19738,19739
19739,52045,52046,19739,19740
19740,52047,52048,19740,19741
19741,52049,52050,19741,19742
19742,52051,52052,19742,19743
19743,52053,52054,19743,0
19744,52055,52056,0,19745
19745,52057,52058,19745,19746
19746,52059,52060,19746,19747
19747,52061,52062,19747,19748
19748,52063,52064,19748,19749
19749,52065,52066,19749,19750
19750,52067,52068,19750,19751
19751,52069,52070,19751,19752
19752,52071,52072,19752,19753
19753,52073,52074,19753,19754
19754,52075,52076,19754,19755
19755,52077,52078,19755,19756
19756,52079,52080,19756,0
19757,52081,52082,0,19758
19758,52083,52084,19758,19759
19759,52085,52086,19759,19760
19760,52087,52088,19760,19761
19761,52089,52090,19761,19762
19762,52091,52092,19762,19763
19763,52093,52094,19763,19764
19764,52095,52096,19764,19765
19765,52097,52098,19765,19766
19766,52099,52100,19766,19767
19767,52101,52102,19767,19768
19768,52103,52104,19768,19769
19769,52105,52106,19769,19770
19770,52107,52108,19770,19771
19771,52109,52110,19771,19772
19772,52111,52112,19772,19773
19773,52113,52114,19773,19774
19774,52115,52116,19774,19775
19775,52117,52118,19775,19776
19776,52119,52120,19776,19777
19777,52121,52122,19777,19778
19778,52123,52124,19778,19779
19779,52125,52126,19779,19780
19780,52127,52128,19780,19781
19781,52129,52130,19781,19782
19782,52131,52132,19782,19783
19783,52133,52134,19783,19784
19784,52135,52136,19784,19785
19785,52137,52138,19785,19786
19786,52139,52140,19786,19787
19787,52141,52142,19787,19788
19788,52143,52144,19788,19789
19789,52145,52146,19789,19790
19790,52147,52148,19790,19791
19791,52149,52150,19791,19792
19792,52151,52152,19792,19793
19793,52153,52154,19793,19794
19794,52155,52156,19794,0
19795,52157,52158,0,19796
19796,52159,52160,19796,19797
19797,52161,52162,19797,19798
19798,52163,52164,19798,19799
19799,52165,52166,19799,19800
19800,52167,52168,19800,19801
19801,52169,52170,19801,19802
19802,52171,52172,19802,19803
19803,52173,52174,19803,19804
19804,52175,52176,19804,19805
19805,52177,52178,19805,19806
19806,52179,52180,19806,19807
19807,52181,52182,19807,19808
19808,52183,52184,19808,19809
19809,52185,52186,19809,19810
19810,52187,52188,19810,19811
19811,52189,52190,19811,19812
19812,52191,52192,19812,19813
19813,52193,52194,19813,19814
19814,52195,52196,19814,19815
19815,52197,52198,19815,19816
19816,52199,52200,19816,19817
19817,52201,52202,19817,19818
19818,52203,52204,19818,19819
19819,52205,52206,19819,19820
19820,52207,52208,19820,19821
19821,52209,52210,19821,19822
19822,52211,52212,19822,19823
19823,52213,52214,19823,19824
19824,52215,52216,19824,19825
19825,52217,52218,19825,19826
19826,52219,52220,19826,19827
19827,52221,52222,19827,19828
19828,52223,52224,19828,19829
19829,52225,52226,19829,19830
19830,52227,52228,19830,19831
19831,52229,52230,19831,19832
19832,52231,52232,19832,0
19833,52233,52234,0,19834
19834,52235,52236,19834,19835
19835,52237,52238,19835,19836
19836,52239,52240,19836,19837
19837,52241,52242,19837,19838
19838,52243,52244,19838,19839
19839,52245,52246,19839,19840
19840,52247,52248,19840,19841
19841,52249,52250,19841,19842
19842,52251,52252,19842,19843
19843,52253,52254,19843,19844
19844,52255,52256,19844,19845
19845,52257,52258,19845,0
19846,52259,52260,0,19847
19847,52261,52262,19847,19848
19848,52263,52264,19848,19849
19849,52265,52266,19849,19850
19850,52267,52268,19850,19851
19851,52269,52270,19851,19852
19852,52271,52272,19852,19853
19853,52273,52274,19853,19854
19854,52275,52276,19854,19855
19855,52277,52278,19855,19856
19856,52279,52280,19856,19857
19857,52281,52282,19857,19858
19858,52283,52284,19858,0
19859,52285,52286,0,19860
19860,52287,52288,19860,19861
19861,52289,52290,19861,19862
19862,52291,52292,19862,19863
19863,52293,52294,19863,19864
19864,52295,52296,19864,19865
19865,52297,52298,19865,19866
19866,52299,52300,19866,19867
19867,52301,52302,19867,19868
19868,52303,52304,19868,19869
19869,52305,52306,19869,19870
19870,52307,52308,19870,19871
19871,52309,52310,19871,19872
19872,52311,52312,19872,19873
19873,52313,52314,19873,19874
19874,52315,52316,19874,19875
19875,52317,52318,19875,19876
19876,52319,52320,19876,19877
19877,52321,52322,19877,19878
19878,52323,52324,19878,19879
19879,52325,52326,19879,19880
19880,52327,52328,19880,19881
19881,52329,52330,19881,19882
19882,52331,52332,19882,19883
19883,52333,52334,19883,19884
19884,52335,52336,19884,19885
19885,52337,52338,19885,19886
19886,52339,52340,19886,19887
19887,52341,52342,19887,19888
19888,52343,52344,19888,19889
19889,52345,52346,19889,19890
19890,52347,52348,19890,19891
19891,52349,52350,19891,19892
19892,52351,52352,19892,19893
19893,52353,52354,19893,19894
19894,52355,52356,19894,0
19895,52357,52358,0,19896
19896,52359,52360,19896,19897
19897,52361,52362,19897,19898
19898,52363,52364,19898,19899
19899,52365,52366,19899,19900
19900,52367,52368,19900,19901
19901,52369,52370,19901,19902
19902,52371,52372,19902,19903
19903,52373,52374,19903,19904
19904,52375,52376,19904,19905
19905,52377,52378,19905,19906
19906,52379,52380,19906,19907
19907,52381,52382,19907,19908
19908,52383,52384,19908,19909
19909,52385,52386,19909,19910
19910,52387,52388,19910,19911
19911,52389,52390,19911,19912
19912,52391,52392,19912,19913
19913,52393,52394,19913,19914
19914,52395,52396,19914,19915
19915,52397,52398,19915,19916
19916,52399,52400,19916,19917
19917,52401,52402,19917,19918
19918,52403,52404,19918,19919
19919,52405,52406,19919,19920
19920,52407,52408,19920,19921
19921,52409,52410,19921,19922
19922,52411,52412,19922,19923
19923,52413,52414,19923,19924
19924,52415,52416,19924,19925
19925,52417,52418,19925,19926
19926,52419,52420,19926,19927
19927,52421,52422,19927,19928
19928,52423,52424,19928,19929
19929,52425,52426,19929,19930
19930,52427,52428,19930,0
19931,52429,52430,0,19932
19932,52431,52432,19932,19933
19933,52433,52434,19933,19934
19934,52435,52436,19934,19935
19935,52437,52438,19935,19936
19936,52439,52440,19936,19937
19937,52441,52442,19937,19938
19938,52443,52444,19938,19939
19939,52445,52446,19939,19940
19940,52447,52448,19940,19941
19941,52449,52450,19941,19942
19942,52451,52452,19942,19943
19943,52453,52454,19943,19944
19944,52455,52456,19944,19945
19945,52457,52458,19945,19946
19946,52459,52460,19946,19947
19947,52461,52462,19947,19948
19948,52463,52464,19948,19949
19949,52465,52466,19949,19950
19950,52467,52468,19950,19951
19951,52469,52470,19951,19952
19952,52471,52472,19952,19953
19953,52473,52474,19953,19954
19954,52475,52476,19954,19955
19955,52477,52478,19955,19956
19956,52479,52480,19956,19957
19957,52481,52482,19957,0
19958,52483,52484,0,19959
19959,52485,52486,19959,19960
19960,52487,52488,19960,19961
19961,52489,52490,19961,19962
19962,52491,52492,19962,19963
19963,52493,52494,19963,19964
19964,52495,52496,19964,19965
19965,52497,52498,19965,19966
19966,52499,52500,19966,19967
19967,52501,52502,19967,19968
19968,52503,52504,19968,19969
19969,52505,52506,19969,19970
19970,52507,52508,19970,19971
19971,52509,52510,19971,19972
19972,52511,52512,19972,19973
19973,52513,52514,19973,19974
19974,52515,52516,19974,19975
19975,52517,52518,19975,19976
19976,52519,52520,19976,19977
19977,52521,52522,19977,19978
19978,52523,52524,19978,19979
19979,52525,52526,19979,19980
19980,52527,52528,19980,19981
19981,52529,52530,19981,19982
19982,52531,52532,19982,19983
19983,52533,52534,19983,19984
19984,52535,52536,19984,0
19985,52537,52538,0,19986
19986,52539,52540,19986,19987
19987,52541,52542,19987,19988
19988,52543,52544,19988,19989
19989,52545,52546,19989,19990
19990,52547,52548,19990,19991
19991,52549,52550,19991,19992
19992,52551,52552,19992,19993
19993,52553,52554,19993,19994
19994,52555,52556,19994,19995
19995,52557,52558,19995,19996
19996,52559,52560,19996,19997
19997,52561,52562,19997,19998
19998,52563,52564,19998,19999
19999,52565,52566,19999,20000
20000,52567,52568,20000,20001
20001,52569,52570,20001,20002
20002,52571,52572,20002,20003
20003,52573,52574,20003,20004
20004,52575,52576,20004,20005
20005,52577,52578,20005,20006
20006,52579,52580,20006,20007
20007,52581,52582,20007,20008
20008,52583,52584,20008,20009
20009,52585,52586,20009,20010
20010,52587,52588,20010,20011
20011,52589,52590,20011,20012
20012,52591,52592,20012,20013
20013,52593,52594,20013,20014
20014,52595,52596,20014,20015
20015,52597,52598,20015,20016
20016,52599,52600,20016,20017
20017,52601,52602,20017,20018
20018,52603,52604,20018,20019
20019,52605,52606,20019,20020
20020,52607,52608,20020,20021
20021,52609,52610,20021,20022
20022,52611,52612,20022,20023
20023,52613,52614,20023,20024
20024,52615,52616,20024,20025
20025,52617,52618,20025,20026
20026,52619,52620,20026,20027
20027,52621,52622,20027,20028
20028,52623,52624,20028,20029
20029,52625,52626,20029,0
20030,52627,52628,0,20031
20031,52629,52630,20031,20032
20032,52631,52632,20032,20033
20033,52633,52634,20033,20034
20034,52635,52636,20034,20035
20035,52637,52638,20035,20036
20036,52639,52640,20036,20037
20037,52641,52642,20037,20038
20038,52643,52644,20038,20039
20039,52645,52646,20039,20040
20040,52647,52648,20040,20041
20041,52649,52650,20041,20042
20042,52651,52652,20042,20043
20043,52653,52654,20043,20044
20044,52655,52656,20044,20045
20045,52657,52658,20045,20046
20046,52659,52660,20046,20047
20047,52661,52662,20047,20048
20048,52663,52664,20048,20049
20049,52665,52666,20049,20050
20050,52667,52668,20050,20051
20051,52669,52670,20051,20052
20052,52671,52672,20052,20053
20053,52673,52674,20053,20054
20054,52675,52676,20054,20055
20055,52677,52678,20055,20056
20056,52679,52680,20056,20057
20057,52681,52682,20057,20058
20058,52683,52684,20058,20059
20059,52685,52686,20059,20060
20060,52687,52688,20060,20061
20061,52689,52690,20061,20062
20062,52691,52692,20062,20063
20063,52693,52694,20063,20064
20064,52695,52696,20064,20065
20065,52697,52698,20065,20066
20066,52699,52700,20066,20067
20067,52701,52702,20067,20068
20068,52703,52704,20068,20069
20069,52705,52706,20069,20070
20070,52707,52708,20070,20071
20071,52709,52710,20071,20072
20072,52711,52712,20072,20073
20073,52713,52714,20073,20074
20074,52715,52716,20074,0
20075,52717,52718,0,20076
20076,52719,52720,20076,20077
20077,52721,52722,20077,20078
20078,52723,52724,20078,20079
20079,52725,52726,20079,20080
20080,52727,52728,20080,20081
20081,52729,52730,20081,20082
20082,52731,52732,20082,20083
20083,52733,52734,20083,20084
20084,52735,52736,20084,20085
20085,52737,52738,20085,20086
20086,52739,52740,20086,20087
20087,52741,52742,20087,20088
20088,52743,52744,20088,20089
20089,52745,52746,20089,20090
20090,52747,52748,20090,20091
20091,52749,52750,20091,20092
20092,52751,52752,20092,20093
20093,52753,52754,20093,20094
20094,52755,52756,20094,20095
20095,52757,52758,20095,20096
20096,52759,52760,20096,20097
20097,52761,52762,20097,20098
20098,52763,52764,20098,20099
20099,52765,52766,20099,20100
20100,52767,52768,20100,20101
20101,52769,52770,20101,20102
20102,52771,52772,20102,20103
20103,52773,52774,20103,20104
20104,52775,52776,20104,20105
20105,52777,52778,20105,20106
20106,52779,52780,20106,20107
20107,52781,52782,20107,20108
20108,52783,52784,20108,20109
20109,52785,52786,20109,20110
20110,52787,52788,20110,20111
20111,52789,52790,20111,20112
20112,52791,52792,20112,20113
20113,52793,52794,20113,20114
20114,52795,52796,20114,20115
20115,52797,52798,20115,20116
20116,52799,52800,20116,20117
20117,52801,52802,20117,20118
20118,52803,52804,20118,20119
20119,52805,52806,20119,20120
20120,52807,52808,20120,20121
20121,52809,52810,20121,20122
20122,52811,52812,20122,20123
20123,52813,52814,20123,20124
20124,52815,52816,20124,20125
20125,52817,52818,20125,20126
20126,52819,52820,20126,20127
20127,52821,52822,20127,20128
20128,52823,52824,20128,20129
20129,52825,52826,20129,20130
20130,52827,52828,20130,20131
20131,52829,52830,20131,20132
20132,52831,52832,20132,20133
20133,52833,52834,20133,20134
20134,52835,52836,20134,20135
20135,52837,52838,20135,20136
20136,52839,52840,20136,20137
20137,52841,52842,20137,20138
20138,52843,52844,20138,20139
20139,52845,52846,20139,20140
20140,52847,52848,20140,20141
20141,52849,52850,20141,20142
20142,52851,52852,20142,20143
20143,52853,52854,20143,20144
20144,52855,52856,20144,20145
20145,52857,52858,20145,20146
20146,52859,52860,20146,20147
20147,52861,52862,20147,20148
20148,52863,52864,20148,20149
20149,52865,52866,20149,20150
20150,52867,52868,20150,20151
20151,52869,52870,20151,20152
20152,52871,52872,20152,20153
20153,52873,52874,20153,20154
20154,52875,52876,20154,20155
20155,52877,52878,20155,20156
20156,52879,52880,20156,20157
20157,52881,52882,20157,20158
20158,52883,52884,20158,20159
20159,52885,52886,20159,0
20160,52887,52888,0,20161
20161,52889,52890,20161,20162
20162,52891,52892,20162,20163
20163,52893,52894,20163,20164
20164,52895,52896,20164,20165
20165,52897,52898,20165,20166
20166,52899,52900,20166,20167
20167,52901,52902,20167,20168
20168,52903,52904,20168,20169
20169,52905,52906,20169,20170
20170,52907,52908,20170,20171
20171,52909,52910,20171,20172
20172,52911,52912,20172,20173
20173,52913,52914,20173,20174
20174,52915,52916,20174,20175
20175,52917,52918,20175,20176
20176,52919,52920,20176,20177
20177,52921,52922,20177,20178
20178,52923,52924,20178,20179
20179,52925,52926,20179,20180
20180,52927,52928,20180,20181
20181,52929,52930,20181,20182
20182,52931,52932,20182,20183
20183,52933,52934,20183,20184
20184,52935,52936,20184,20185
20185,52937,52938,20185,20186
